movie,genre
1088,13
1089,5
1089,12
1089,15
1090,7
1090,16
1091,4
1092,5
1092,12
1092,15
1095,7
1096,7
1097,7
1097,14
1100,0
1100,7
1100,13
1101,0
1101,13
1102,0
1103,7
1105,10
1107,4
1109,7
1110,0
1111,6
1112,0
1112,4
1112,7
1115,7
1118,0
1118,1
1118,5
1118,7
1118,17
1119,7
1121,7
1122,6
1124,7
1126,4
1126,8
1129,0
1129,1
1129,14
1129,15
1131,7
1131,12
1132,7
1133,4
1133,7
1134,0
1134,7
1135,4
1136,1
1136,4
1136,8
1137,13
1138,7
1139,7
1140,7
1141,7
1142,7
1143,4
1145,6
1146,4
1146,7
1147,6
1148,2
1148,4
1148,5
1149,6
1149,7
1151,2
1151,4
1151,7
1151,8
1152,5
1152,9
1152,15
1153,9
1154,9
1158,4
1159,13
1160,4
1163,7
1164,7
1166,4
1167,4
1168,0
1168,1
1168,10
1169,6
1170,0
1171,4
1172,7
1174,4
1175,4
1175,7
1175,13
1177,7
1177,13
1178,7
1178,16
1180,4
1184,4
1184,7
1185,7
1187,7
1188,4
1188,13
1190,5
1190,7
1190,13
1191,6
1191,11
1192,6
1193,7
1194,4
1196,0
1196,1
1196,14
1198,0
1198,1
1199,8
1199,14
1200,0
1200,1
1200,10
1200,14
1202,4
1203,7
1204,1
1204,7
1204,16
1207,7
1208,0
1208,7
1208,16
1209,0
1209,7
1209,17
1210,0
1210,1
1210,14
1213,5
1213,7
1214,10
1214,14
1215,0
1215,1
1215,4
1215,8
1215,10
1217,7
1217,16
1219,5
1219,10
1222,7
1222,16
1224,0
1224,7
1224,13
1224,16
1225,7
1227,5
1227,7
1228,7
1230,4
1230,13
1232,7
1232,12
1232,14
1235,4
1235,7
1235,13
1236,4
1236,7
1236,13
1238,4
1241,4
1241,8
1241,10
1242,7
1242,16
1243,4
1243,7
1244,4
1244,7
1244,13
1245,5
1245,7
1245,9
1245,15
1246,7
1248,5
1248,9
1248,15
1251,7
1251,8
1252,5
1252,9
1252,12
1252,15
1255,4
1255,10
1255,14
1256,4
1256,11
1256,16
1257,4
1257,13
1259,1
1259,7
1260,5
1260,9
1260,15
1261,0
1261,4
1261,8
1261,10
1264,0
1264,7
1264,12
1264,13
1264,15
1265,4
1265,8
1265,13
1266,7
1266,17
1268,4
1268,7
1269,4
1269,12
1269,15
1270,1
1270,4
1270,14
1271,4
1271,5
1271,7
1272,7
1272,16
1273,4
1273,7
1273,9
1274,0
1274,1
1274,2
1274,14
1275,0
1275,1
1275,8
1276,7
1277,4
1277,7
1277,13
1278,4
1278,8
1279,4
1279,7
1280,7
1282,2
1282,8
1282,11
1283,7
1283,17
1285,4
1286,7
1286,13
1287,0
1287,1
1287,7
1288,4
1289,6
1290,7
1290,13
1291,0
1291,1
1292,4
1292,7
1293,7
1297,4
1298,7
1298,11
1300,4
1300,7
1301,7
1301,14
1302,7
1302,8
1304,0
1304,17
1306,1
1306,7
1306,14
1307,4
1307,13
1308,4
1309,7
1309,13
1310,6
1311,4
1312,7
1313,5
1314,13
1315,6
1316,7
1317,4
1318,4
1318,7
1319,6
1320,0
1320,10
1320,14
1320,15
1322,10
1323,10
1324,10
1325,10
1326,10
1329,10
1330,10
1331,10
1335,10
1335,12
1336,10
1336,15
1339,8
1339,10
1339,13
1339,15
1341,10
1342,10
1342,15
1343,15
1344,5
1344,7
1344,15
1345,7
1345,8
1345,10
1345,15
1346,7
1346,8
1346,10
1349,10
1351,5
1351,7
1351,15
1352,5
1352,15
1354,7
1354,12
1355,10
1355,15
1356,0
1356,1
1356,14
1356,15
1357,7
1357,13
1358,7
1359,4
1360,7
1361,6
1364,7
1365,7
1367,1
1367,4
1369,7
1369,15
1370,0
1370,1
1370,15
1371,1
1371,14
1372,0
1372,12
1372,14
1373,0
1373,14
1374,0
1374,1
1374,14
1374,15
1375,0
1375,1
1375,14
1376,1
1376,4
1376,14
1377,0
1377,5
1378,0
1378,4
1378,17
1379,0
1379,17
1380,4
1380,11
1380,13
1381,4
1381,11
1381,13
1382,0
1382,7
1383,0
1383,14
1385,0
1385,7
1385,15
1386,17
1387,0
1387,10
1388,10
1388,15
1389,0
1389,10
1390,4
1391,0
1391,4
1391,14
1392,4
1392,7
1393,7
1393,13
1394,4
1395,4
1395,7
1396,0
1396,4
1396,5
1396,7
1396,14
1397,7
1398,13
1398,16
1399,7
1400,7
1401,7
1404,5
1404,7
1405,1
1405,2
1405,4
1405,5
1406,5
1406,7
1406,12
1406,15
1407,4
1407,10
1407,12
1407,15
1409,4
1409,7
1409,8
1409,13
1411,5
1411,7
1411,13
1412,7
1414,4
1416,7
1416,11
1419,1
1419,7
1420,6
1421,6
1422,5
1422,7
1422,12
1422,15
1423,7
1424,0
1425,4
1427,0
1427,15
1428,7
1429,0
1429,1
1429,4
1429,15
1430,4
1430,15
1431,0
1431,4
1432,0
1432,4
1432,5
1432,7
1432,15
1433,10
1433,14
1433,15
1436,4
1438,0
1438,15
1439,4
1440,4
1441,4
1441,13
1442,7
1444,4
1445,4
1445,16
1446,4
1446,7
1447,5
1448,6
1449,4
1450,16
1454,4
1454,7
1455,4
1455,13
1457,4
1457,7
1457,13
1458,7
1458,8
1458,13
1459,12
1459,15
1460,4
1460,12
1461,4
1462,6
1463,4
1463,13
1464,5
1464,7
1464,8
1464,9
1464,12
1464,13
1465,0
1465,7
1466,5
1466,7
1467,4
1467,7
1468,4
1468,13
1470,6
1471,7
1472,5
1472,15
1473,0
1473,4
1473,5
1473,7
1474,4
1475,13
1476,4
1476,7
1477,13
1480,7
1480,15
1483,7
1483,15
1485,4
1487,7
1487,11
1489,2
1489,11
1490,4
1493,13
1495,0
1495,1
1496,7
1496,13
1497,0
1498,7
1498,13
1499,0
1499,1
1499,15
1500,4
1500,5
1500,13
1501,5
1502,7
1502,13
1503,4
1504,7
1507,7
1507,16
1508,7
1509,7
1513,4
1514,13
1515,0
1515,7
1515,15
1516,4
1517,0
1517,1
1517,4
1518,0
1518,15
1519,7
1520,13
1522,7
1525,0
1525,1
1525,8
1526,4
1528,4
1529,4
1529,7
1531,7
1532,4
1535,7
1535,13
1537,4
1537,7
1537,13
1539,4
1539,5
1541,4
1541,13
1542,4
1542,7
1542,13
1545,7
1546,4
1547,7
1549,7
1549,13
1550,4
1550,13
1551,1
1551,7
1552,0
1552,1
1552,15
1553,4
1556,0
1556,13
1556,15
1557,7
1558,4
1561,4
1562,0
1562,1
1562,8
1562,15
1563,7
1564,4
1564,7
1564,13
1565,4
1565,15
1566,1
1566,2
1566,4
1566,11
1567,7
1568,5
1568,7
1568,12
1569,4
1569,13
1570,10
1570,14
1571,4
1571,13
1573,0
1573,5
1573,7
1573,15
1574,13
1575,7
1577,7
1579,7
1580,0
1580,4
1580,14
1581,4
1582,1
1584,7
1584,14
1585,4
1586,0
1586,7
1587,0
1587,1
1587,8
1588,4
1589,0
1589,5
1589,7
1589,15
1590,10
1590,14
1590,15
1591,0
1591,1
1591,14
1591,15
1592,4
1593,4
1593,13
1594,4
1594,7
1595,1
1595,7
1596,7
1597,7
1597,12
1597,13
1597,15
1598,5
1598,7
1598,15
1599,0
1600,7
1600,13
1601,5
1601,7
1601,9
1602,4
1603,10
1603,14
1603,15
1604,0
1604,4
1605,1
1605,13
1606,0
1606,1
1608,0
1608,15
1609,7
1609,15
1611,7
1611,13
1613,7
1614,4
1617,5
1617,9
1617,12
1617,15
1619,1
1619,7
1619,16
1620,5
1620,7
1620,12
1620,15
1621,7
1622,4
1622,7
1623,10
1626,0
1626,7
1626,15
1627,5
1627,7
1627,12
1633,7
1636,0
1636,15
1639,4
1639,7
1639,13
1640,4
1642,4
1642,7
1644,10
1644,12
1644,15
1645,7
1645,12
1645,15
1646,4
1646,13
1646,14
1647,5
1647,7
1647,15
1650,7
1651,7
1652,6
1653,7
1653,14
1653,15
1654,7
1654,8
1655,7
1655,10
1655,15
1656,7
1656,13
1657,4
1657,6
1659,7
1660,7
1661,5
1661,12
1661,15
1662,5
1663,4
1663,16
1664,7
1665,4
1666,13
1667,0
1667,7
1668,7
1670,7
1670,16
1671,5
1671,7
1671,15
1673,7
1674,7
1674,13
1674,15
1675,5
1675,15
1676,0
1676,14
1677,4
1677,7
1679,4
1680,7
1680,13
1681,0
1681,1
1681,8
1684,7
1684,13
1686,5
1686,15
1688,1
1688,2
1688,7
1688,11
1690,0
1690,10
1690,14
1692,10
1692,14
1693,7
1693,12
1695,7
1696,7
1696,16
1697,5
1697,7
1701,4
1701,7
1702,4
1702,8
1703,4
1704,7
1704,13
1705,7
1706,7
1707,4
1708,7
1709,15
1711,5
1711,7
1711,12
1713,4
1714,13
1715,15
1717,4
1717,10
1717,12
1717,15
1718,15
1720,0
1720,1
1720,14
1721,7
1721,13
1722,0
1722,1
1722,15
1723,4
1723,7
1724,7
1729,5
1729,7
1729,15
1730,7
1731,4
1733,7
1733,13
1734,4
1734,7
1735,7
1735,13
1738,4
1739,0
1739,4
1740,0
1740,7
1742,5
1743,6
1744,0
1744,1
1744,15
1746,4
1747,4
1748,1
1748,9
1748,14
1748,15
1749,7
1749,13
1749,15
1750,1
1750,8
1750,14
1752,0
1752,5
1752,15
1753,4
1754,5
1754,7
1754,8
1754,15
1755,4
1755,13
1757,7
1757,13
1760,4
1762,0
1762,10
1762,14
1764,4
1764,15
1767,7
1767,13
1768,7
1770,5
1770,13
1770,15
1771,10
1772,0
1772,4
1772,11
1773,0
1773,7
1774,4
1774,7
1776,7
1779,14
1779,15
1780,6
1782,4
1782,13
1783,5
1783,7
1783,12
1783,13
1783,15
1784,4
1784,7
1784,13
1785,5
1785,15
1788,0
1788,7
1791,5
1791,7
1791,15
1792,0
1792,5
1792,15
1793,4
1794,4
1794,7
1796,0
1796,7
1797,6
1798,15
1799,4
1799,5
1799,7
1799,12
1799,15
1805,5
1805,7
1805,12
1805,15
1806,1
1806,4
1809,5
1809,7
1810,4
1810,7
1812,4
1812,7
1815,7
1816,4
1816,7
1817,7
1817,13
1819,6
1819,11
1822,4
1824,4
1824,15
1825,4
1825,7
1826,1
1829,7
1829,13
1830,4
1831,0
1831,1
1831,14
1832,0
1832,7
1833,0
1833,7
1833,15
1835,7
1835,8
1835,13
1839,4
1840,7
1842,5
1842,7
1843,4
1844,7
1844,13
1845,4
1845,12
1845,15
1846,7
1847,7
1847,15
1849,1
1851,7
1851,13
1852,7
1852,15
1854,4
1854,13
1855,4
1856,6
1858,0
1858,4
1859,7
1860,7
1861,4
1861,15
1862,10
1862,14
1863,4
1864,4
1865,6
1867,0
1867,1
1869,0
1869,15
1872,7
1874,4
1874,13
1875,4
1876,7
1876,14
1876,15
1877,7
1878,4
1878,13
1880,7
1881,1
1881,2
1881,8
1881,11
1882,0
1882,14
1882,15
1883,4
1883,7
1883,13
1884,1
1884,4
1884,7
1886,4
1887,1
1887,4
1887,17
1888,4
1888,7
1888,13
1889,7
1889,12
1889,15
1890,7
1893,7
1894,1
1894,4
1894,13
1895,4
1895,7
1895,13
1896,4
1897,7
1897,13
1899,1
1899,7
1901,6
1902,7
1902,13
1903,4
1904,4
1904,7
1905,7
1906,4
1906,13
1907,1
1907,2
1907,4
1907,7
1907,11
1907,13
1908,7
1908,15
1910,4
1910,5
1910,7
1911,4
1912,4
1912,5
1912,7
1912,13
1912,15
1913,7
1913,12
1914,4
1914,7
1915,7
1916,7
1916,13
1917,0
1917,13
1917,14
1917,15
1918,0
1918,4
1918,5
1918,15
1919,4
1920,2
1920,8
1920,16
1921,7
1921,14
1921,15
1922,7
1923,4
1923,13
1924,10
1924,14
1925,0
1925,7
1925,13
1925,16
1927,0
1927,7
1927,16
1928,7
1928,17
1929,7
1929,13
1930,7
1930,13
1930,16
1931,1
1931,7
1934,4
1934,13
1935,7
1935,11
1935,13
1936,7
1936,16
1937,4
1937,7
1937,11
1940,7
1941,7
1942,7
1944,7
1944,13
1944,16
1945,5
1945,7
1946,7
1946,13
1947,7
1947,11
1947,13
1948,1
1948,4
1948,13
1950,7
1950,12
1951,7
1951,11
1952,7
1954,7
1955,7
1956,7
1957,7
1958,4
1958,7
1959,7
1959,13
1961,7
1962,7
1963,4
1963,5
1964,7
1964,12
1965,4
1965,14
1966,4
1967,1
1967,8
1967,11
1974,10
1974,12
1974,15
1975,10
1976,10
1977,10
1978,10
1979,10
1980,10
1981,10
1982,10
1983,10
1984,10
1985,10
1986,10
1987,10
1988,10
1988,15
1989,10
1990,10
1991,10
1991,15
1992,10
1992,15
1993,4
1993,10
1993,15
1994,10
1994,15
1995,10
1995,15
1996,10
1996,15
1998,10
2000,0
2000,4
2000,5
2000,7
2001,0
2001,4
2001,5
2001,7
2002,0
2002,4
2002,5
2002,7
2003,4
2003,10
2004,4
2004,10
2007,4
2009,7
2009,12
2009,14
2009,15
2010,7
2010,14
2011,1
2011,4
2011,14
2012,1
2012,4
2012,14
2012,17
2014,4
2014,8
2017,8
2017,11
2018,2
2018,7
2019,0
2019,1
2019,7
2020,7
2020,13
2021,1
2021,14
2025,7
2025,13
2026,10
2026,15
2027,4
2027,5
2028,0
2028,7
2028,16
2029,4
2029,13
2030,7
2035,4
2036,4
2037,1
2037,4
2039,1
2041,0
2041,1
2041,4
2042,4
2043,1
2043,8
2046,1
2046,14
2050,1
2050,4
2051,1
2051,4
2052,4
2052,8
2052,10
2055,0
2055,4
2055,17
2056,1
2060,4
2061,6
2064,6
2066,9
2067,7
2067,13
2067,16
2068,7
2068,8
2068,12
2070,7
2070,13
2070,17
2071,7
2073,4
2075,7
2075,16
2076,7
2076,12
2076,15
2079,1
2079,7
2080,2
2080,4
2080,13
2084,11
2085,1
2085,2
2086,7
2086,8
2087,2
2087,8
2087,11
2088,1
2088,4
2088,11
2091,14
2093,1
2093,8
2096,2
2096,11
2097,7
2097,8
2097,12
2097,15
2098,4
2099,1
2099,2
2099,11
2100,4
2100,8
2100,13
2101,1
2101,7
2102,2
2102,4
2102,11
2103,1
2103,8
2103,17
2104,7
2105,0
2105,1
2105,14
2106,7
2106,16
2107,10
2107,15
2108,4
2108,13
2110,4
2110,5
2110,15
2112,5
2112,7
2113,10
2113,15
2115,0
2115,1
2115,8
2117,7
2117,14
2119,10
2120,7
2120,10
2121,10
2121,15
2122,10
2122,15
2123,2
2123,4
2123,7
2123,8
2125,4
2125,7
2125,13
2126,0
2126,5
2126,12
2126,15
2128,4
2130,5
2130,7
2130,13
2131,7
2132,7
2133,1
2133,4
2134,4
2134,8
2134,14
2135,1
2135,11
2137,2
2138,1
2138,2
2138,7
2138,8
2143,1
2143,8
2143,13
2144,4
2144,13
2145,4
2145,7
2145,13
2146,7
2146,13
2148,4
2148,8
2148,10
2149,4
2149,8
2149,10
2152,4
2154,7
2154,13
2159,5
2159,10
2159,15
2160,7
2160,10
2160,15
2163,4
2163,10
