movieid,tagid,score
25,471,0.54575
25,557,0.78925
25,595,0.9237500000000001
25,610,0.97725
25,612,0.583
25,613,0.8520000000000001
25,640,0.97325
25,641,0.7907500000000001
25,674,0.17375000000000002
25,732,0.28
25,763,0.26625
25,791,0.65
25,819,0.7275
25,871,0.7789999999999999
25,985,0.71425
25,1055,0.24025000000000002
26,109,0.77275
26,912,0.9942500000000001
27,8,0.546
27,235,0.98475
27,412,0.97725
27,471,0.42700000000000005
27,1116,0.93675
28,3,0.9655
28,10,0.8572500000000001
28,22,0.98475
28,107,0.72475
28,155,0.07324999999999998
28,774,0.9077500000000001
28,929,0.11025000000000001
29,36,0.589
29,86,0.80525
29,120,0.7335
29,143,0.8194999999999999
29,203,0.8645
29,204,0.89825
29,213,0.48724999999999996
29,285,0.9415
29,287,0.9964999999999999
29,325,0.9275
29,336,0.8799999999999999
29,412,0.45925000000000005
29,487,0.76875
29,568,0.36675
29,587,0.659
29,744,0.6545
29,887,0.54375
29,966,0.64125
29,974,0.905
29,982,0.9185000000000001
29,995,0.9884999999999999
29,1090,0.99125
29,1091,0.96225
29,1092,0.99275
29,1104,0.9842500000000001
29,1108,0.71925
31,93,0.10375000000000001
31,107,0.60275
31,292,0.68625
31,323,0.72125
31,424,0.722
31,452,0.9192499999999999
31,471,0.17725000000000002
31,503,0.8852500000000001
31,548,0.85375
31,790,0.516
31,936,0.61575
31,978,0.0675
31,1010,0.9504999999999999
31,1035,0.64475
32,18,0.8022499999999999
32,29,0.52475
32,86,0.77075
32,163,0.45825000000000005
32,215,0.42425
32,220,0.7909999999999999
32,242,0.974
32,243,0.94825
32,276,0.594
32,285,0.8247500000000001
32,296,0.4475
32,307,0.060750000000000026
32,323,0.662
32,336,0.944
32,337,0.99875
32,349,0.92225
32,364,0.82375
32,419,0.9962500000000001
32,429,0.4455
32,430,0.7745
32,468,0.95475
32,535,0.8992500000000001
32,536,0.942
32,645,0.6165
32,652,0.915
32,662,0.54375
32,684,0.057999999999999996
32,689,0.616
32,742,0.9592499999999999
32,763,0.18625000000000003
32,803,0.9005000000000001
32,824,0.7862499999999999
32,849,0.09625
32,884,0.70425
32,886,0.9822500000000001
32,887,0.9337500000000001
32,889,0.9850000000000001
32,971,0.7967500000000001
32,1025,0.43875
32,1027,0.9962500000000001
32,1028,0.97475
32,1050,0.81175
32,1084,0.44399999999999995
34,29,0.53425
34,62,0.9762500000000001
34,204,0.9484999999999999
34,278,0.8985000000000001
34,339,0.05075000000000002
34,358,0.12774999999999997
34,374,0.8009999999999999
34,377,0.50075
34,399,0.13624999999999998
34,417,0.21550000000000002
34,497,0.929
34,742,0.8632500000000001
34,763,0.27125
34,783,0.95675
34,839,0.30874999999999997
34,1003,0.86775
34,1007,0.98725
34,1114,0.352
35,78,0.82575
35,107,0.8852500000000001
35,350,0.8325
35,356,0.5045
35,540,0.6225
36,107,0.9375
36,152,0.37075
36,261,0.6685
36,262,0.5875
36,268,0.9384999999999999
36,292,0.974
36,293,0.9842500000000001
36,323,0.9032500000000001
36,553,0.7655000000000001
36,675,0.62925
36,813,0.668
36,838,0.76125
36,844,0.93825
36,847,0.4095
36,871,0.6955
36,936,0.8867499999999999
36,1047,0.63925
38,278,0.9390000000000001
38,414,0.734
38,497,0.39825
38,717,0.611
38,1004,0.9172499999999999
39,21,0.65375
39,22,0.7185
39,107,0.64225
39,201,0.9564999999999999
39,215,0.519
39,230,0.865
39,236,0.855
39,381,0.81
39,414,0.6925
39,417,0.6555
39,439,0.9842500000000001
39,503,0.9790000000000001
39,770,0.29125
39,830,0.728
39,863,0.4645
39,865,0.48575
39,919,0.32675
39,1003,0.701
39,1013,0.9924999999999999
39,1014,0.9975
39,1015,0.96825
39,1016,0.9432499999999999
39,1071,0.6925
40,107,0.9524999999999999
40,835,0.3245
40,939,0.964
41,109,0.883
41,350,0.94625
41,465,0.76525
41,587,0.10175000000000001
41,682,0.53025
41,912,0.9962500000000001
42,7,0.34950000000000003
42,105,0.93425
42,268,0.90225
42,498,0.9197500000000001
42,661,0.30674999999999997
42,844,0.76525
42,1079,0.8287500000000001
43,261,0.57225
43,508,0.9432499999999999
43,774,0.97075
44,24,0.9917499999999999
44,94,0.9315
44,97,0.44975
44,112,0.99925
44,389,0.98925
44,390,0.96875
44,452,0.7995000000000001
44,456,0.22325
44,568,0.6985
44,592,0.95425
44,631,0.9970000000000001
44,663,0.3145
44,707,0.8952500000000001
44,982,0.5515
44,1075,0.9997499999999999
44,1077,0.9895
44,1084,0.75675
45,28,0.31599999999999995
45,286,0.9112499999999999
45,289,0.9762500000000001
45,659,0.5455
45,733,0.9842500000000001
45,1019,0.75875
46,107,0.8162499999999999
46,613,0.9595
46,629,0.89175
46,1116,0.98725
47,86,0.8607499999999999
47,99,0.7755000000000001
47,131,0.60825
47,154,0.42725
47,250,0.5235
47,267,0.9315
47,268,0.97075
47,282,0.7765
47,285,0.9755
47,300,0.9775
47,312,0.90575
47,323,0.823
47,456,0.51925
47,458,0.87225
47,465,0.968
47,468,0.9797499999999999
47,472,0.9325000000000001
47,473,0.9432499999999999
47,477,0.905
47,522,0.38149999999999995
47,536,0.96875
47,558,0.94825
47,682,0.9532499999999999
47,689,0.83975
47,700,0.8955
47,711,0.77525
47,739,0.83375
47,763,0.235
47,779,0.559
47,795,0.654
47,797,0.98525
47,806,0.98
47,807,0.25849999999999995
47,823,0.96225
47,824,0.9117500000000001
47,847,0.15100000000000002
47,903,0.9937499999999999
47,994,0.97525
47,1000,0.9650000000000001
47,1025,0.94625
47,1049,0.93675
47,1050,0.9657500000000001
47,1051,0.96675
47,1072,0.7862499999999999
47,1084,0.938
47,1085,0.93475
48,12,0.44799999999999995
48,64,0.9835
48,277,0.66575
48,302,0.45525000000000004
48,543,0.9784999999999999
48,556,0.41074999999999995
48,686,0.7942499999999999
48,717,0.656
48,863,0.7797499999999999
48,967,0.83125
48,971,0.87375
48,1007,0.9352499999999999
49,86,0.25275000000000003
49,213,0.43700000000000006
49,599,0.9612499999999999
49,732,0.739
49,863,0.7375
49,1091,0.641
50,19,0.745
50,67,0.67375
50,93,0.67775
50,97,0.1945
50,155,0.061
50,181,0.8767499999999999
50,215,0.7975000000000001
50,220,0.8959999999999999
50,230,0.48175
50,242,0.9870000000000001
50,243,0.9697499999999999
50,248,0.9697499999999999
50,251,0.792
50,265,0.45199999999999996
50,268,0.9815
50,300,0.8055000000000001
50,302,0.8574999999999999
50,354,0.8879999999999999
50,365,0.9802500000000001
50,398,0.8374999999999999
50,414,0.42525
50,417,0.43725
50,465,0.9782500000000001
50,468,0.98875
50,498,0.9410000000000001
50,536,0.9844999999999999
50,551,0.80975
50,652,0.8374999999999999
50,689,0.91275
50,700,0.90375
50,741,0.8879999999999999
50,763,0.345
50,789,0.9955
50,807,0.22699999999999998
50,917,0.35124999999999995
50,929,0.32475
50,972,0.9822500000000001
50,994,0.9955
50,999,0.9397500000000001
50,1025,0.9015
50,1045,0.91625
50,1049,0.968
50,1050,0.9884999999999999
50,1051,0.99275
50,1084,0.8705
52,27,0.966
52,540,0.7902499999999999
53,537,0.25025
53,540,0.72175
54,309,0.76275
54,589,0.91675
54,935,0.59575
54,959,0.8645
55,78,0.5055
55,331,0.52825
55,684,0.8
55,687,0.9045000000000001
57,155,0.173
57,230,0.469
57,323,0.77125
57,335,0.9782500000000001
57,425,0.48324999999999996
58,121,0.9644999999999999
58,122,0.9359999999999999
58,155,0.16875
58,568,0.8082499999999999
58,790,0.8532500000000001
58,1123,0.42974999999999997
58,1124,0.40525
60,107,0.9802500000000001
60,113,0.96
60,374,0.7535000000000001
60,377,0.909
60,543,0.9664999999999999
60,623,0.9125000000000001
61,838,0.97875
61,1082,0.9975
62,198,0.21875
62,217,0.89775
62,323,0.8185
62,348,0.78925
62,374,0.56275
62,388,0.8480000000000001
62,503,0.7565
62,548,0.879
62,646,0.9777499999999999
62,676,0.524
62,684,0.98725
62,686,0.7655000000000001
62,687,0.9810000000000001
62,875,0.73175
62,978,0.049250000000000016
62,1010,0.9079999999999999
63,423,0.36524999999999996
63,455,0.8422499999999999
63,770,0.9897499999999999
63,835,0.29474999999999996
64,568,0.64225
65,719,0.19374999999999998
65,978,0.96875
66,280,0.14200000000000002
66,1005,0.50375
66,1087,0.958
67,235,0.8472500000000001
68,728,0.6725
68,828,0.48024999999999995
69,412,0.70375
69,417,0.92825
69,471,0.6565
69,919,0.19424999999999998
70,18,0.592
70,19,0.9237500000000001
70,105,0.64025
70,146,0.9710000000000001
70,167,0.8260000000000001
70,177,0.67125
70,275,0.97875
70,276,0.8927499999999999
70,284,0.172
70,417,0.20825
70,456,0.8745
70,522,0.9245000000000001
70,525,0.615
70,553,0.5665
70,588,0.09699999999999998
70,648,0.59775
70,725,0.691
70,789,0.57175
70,934,0.25849999999999995
70,956,0.9964999999999999
70,975,0.8454999999999999
70,982,0.687
70,1050,0.381
70,1067,0.95275
70,1069,0.9904999999999999
70,1084,0.96275
71,183,0.8247500000000001
71,195,0.94425
71,230,0.23675000000000002
71,251,0.3215
71,276,0.36224999999999996
71,300,0.274
71,386,0.53175
71,481,0.71425
71,525,0.5355
71,587,0.23175
71,849,0.45775
71,869,0.35424999999999995
71,905,0.50625
71,909,0.09499999999999997
72,155,0.20024999999999998
72,212,0.22249999999999998
72,227,0.94875
72,302,0.8545
72,1008,0.8887499999999999
72,1055,0.1995
72,1111,0.22799999999999998
72,1114,0.78725
73,22,0.9677500000000001
73,107,0.8759999999999999
73,580,0.853
73,597,0.31225
73,613,0.22899999999999998
73,740,0.029500000000000026
73,769,0.486
74,201,0.9915
74,439,0.643
74,807,0.46325000000000005
76,77,0.802
76,419,0.95625
76,522,0.4135
76,802,0.8222499999999999
76,803,0.7635000000000001
76,861,0.97525
76,887,0.99125
76,934,0.10975000000000001
77,135,0.18175000000000002
77,351,0.56075
77,684,0.9897499999999999
78,540,0.7929999999999999
78,732,0.34175
78,850,0.774
78,999,0.497
78,1037,0.55725
79,262,0.54475
79,622,0.954
79,732,0.40800000000000003
80,397,0.5875
80,661,0.8247500000000001
81,81,0.91425
81,145,0.29925
81,148,0.396
81,412,0.7965
81,423,0.99125
81,424,0.98925
81,512,0.9472499999999999
81,540,0.7145
81,622,0.93475
81,682,0.618
81,741,0.9970000000000001
81,766,0.31675
81,850,0.52575
81,870,0.29125
81,981,0.9477500000000001
81,1054,0.49950000000000006
81,1084,0.8979999999999999
82,377,0.22199999999999998
82,410,0.37275
82,518,0.22775
82,550,0.87225
82,599,0.48324999999999996
82,636,0.344
82,728,0.2925
82,780,0.54075
82,838,0.36575
82,985,0.24875000000000003
82,1053,0.21025
82,1121,0.51625
83,107,0.74225
83,134,0.67625
83,835,0.36250000000000004
83,898,0.9904999999999999
85,10,0.7827500000000001
85,107,0.61
85,539,0.9097500000000001
85,728,0.57325
85,897,0.9212499999999999
86,7,0.47550000000000003
86,102,0.16299999999999998
86,235,0.9730000000000001
86,343,0.31299999999999994
86,354,0.42374999999999996
86,625,0.3375
86,734,0.50025
86,875,0.38449999999999995
86,998,0.56875
86,1032,0.1955
88,339,0.09125
88,800,0.6725
89,82,0.92225
89,251,0.9917499999999999
89,525,0.8614999999999999
89,587,0.9095
89,612,0.77875
89,788,0.71975
89,800,0.6025
89,999,0.931
89,1020,0.91225
89,1026,0.69425
89,1038,0.31999999999999995
92,10,0.471
92,663,0.09725
93,1057,0.361
93,1067,0.9977499999999999
93,1069,0.9990000000000001
94,86,0.32575
94,120,0.31125
94,230,0.199
94,235,0.90575
94,323,0.7885
94,412,0.8952500000000001
94,529,0.16975
94,613,0.66325
94,863,0.39425
94,931,0.9757499999999999
94,1084,0.34450000000000003
95,19,0.9895
95,20,0.9830000000000001
95,128,0.7987500000000001
95,159,0.16049999999999998
95,298,0.7847500000000001
95,481,0.9697499999999999
95,651,0.63475
95,723,0.40800000000000003
95,1038,0.49850000000000005
96,210,0.8162499999999999
97,137,0.3415
97,140,0.9484999999999999
97,143,0.956
97,249,0.668
97,282,0.63975
97,312,0.543
97,331,0.7645
97,402,0.8952500000000001
97,411,0.93075
97,412,0.72825
97,475,0.8815
97,739,0.15300000000000002
97,769,0.8385
97,835,0.60525
97,840,0.67275
97,850,0.5525
97,857,0.21050000000000002
97,924,0.7545
97,936,0.9644999999999999
97,1084,0.9295
98,305,0.14325
99,514,0.67325
99,819,0.8707499999999999
100,258,0.974
100,331,0.22275
100,558,0.9092499999999999
100,795,0.58475
100,800,0.9655
101,268,0.9077500000000001
101,269,0.90825
101,291,0.8727499999999999
101,305,0.68625
101,412,0.8832500000000001
101,471,0.8282499999999999
101,498,0.9604999999999999
101,529,0.95675
101,540,0.96475
101,613,0.704
101,645,0.372
101,735,0.95
101,829,0.9572499999999999
101,857,0.8492500000000001
101,929,0.32675
101,982,0.76725
101,1003,0.6105
101,1008,0.8274999999999999
101,1111,0.349
102,978,0.654
103,642,0.64175
103,682,0.8654999999999999
103,795,0.29525
103,999,0.77875
104,230,0.978
104,417,0.8220000000000001
104,444,0.994
104,455,0.95675
104,505,0.9417500000000001
104,959,0.9657500000000001
104,1053,0.72175
105,22,0.7455
105,28,0.9410000000000001
105,107,0.6355
105,138,0.9464999999999999
105,201,0.9219999999999999
105,497,0.529
105,614,0.98925
105,618,0.15600000000000003
105,771,0.8959999999999999
105,781,0.40549999999999997
105,782,0.29574999999999996
105,863,0.9490000000000001
105,900,0.90575
105,1111,0.36475
106,1094,0.706
107,107,0.51675
107,203,0.7265
107,235,0.50325
107,406,0.61
107,568,0.7737499999999999
107,681,0.9890000000000001
107,686,0.50325
107,784,0.7485
107,827,0.7535000000000001
107,1007,0.56225
107,1043,0.93675
107,1044,0.94475
110,19,0.9185000000000001
110,20,0.7705
110,29,0.7829999999999999
110,110,0.70075
110,121,0.8985000000000001
110,128,0.9085000000000001
110,134,0.62225
110,135,0.7822499999999999
110,164,0.63275
110,168,0.8302499999999999
110,171,0.68175
110,215,0.5375
110,260,0.9795
110,323,0.8955
110,338,0.8872500000000001
110,350,0.9215
110,359,0.9784999999999999
110,370,0.9592499999999999
110,401,0.84325
110,410,0.9372499999999999
110,448,0.5595
110,456,0.279
110,504,0.88425
110,508,0.9895
110,509,0.9877499999999999
110,531,0.831
110,536,0.9717499999999999
110,548,0.815
110,611,0.8140000000000001
110,638,0.948
110,732,0.22199999999999998
110,763,0.25875000000000004
110,771,0.8795
110,791,0.57275
110,800,0.54825
110,838,0.39549999999999996
110,850,0.8402499999999999
110,851,0.87575
110,863,0.7502500000000001
110,892,0.9532499999999999
110,929,0.23625000000000002
110,971,0.9045000000000001
110,1005,0.8647499999999999
110,1032,0.3155
110,1084,0.9424999999999999
110,1085,0.9005000000000001
110,1089,0.85425
110,1090,0.69975
110,1096,0.8972500000000001
111,67,0.9245000000000001
111,82,0.69625
111,86,0.7989999999999999
111,155,0.07074999999999998
111,194,0.9830000000000001
111,215,0.81975
111,276,0.7205
111,285,0.9475
111,312,0.9032500000000001
111,401,0.84575
111,473,0.9530000000000001
111,482,0.7645
111,517,0.25649999999999995
111,536,0.9817499999999999
111,547,0.9672499999999999
111,610,0.9924999999999999
111,634,0.98925
111,645,0.8254999999999999
111,700,0.8225
111,705,0.9315
111,733,0.9464999999999999
111,763,0.28700000000000003
111,767,0.925
111,787,0.35575
111,819,0.8514999999999999
111,824,0.8932500000000001
111,903,0.7295
111,929,0.33075
111,936,0.94875
111,1082,0.89225
111,1083,0.9085000000000001
111,1085,0.9730000000000001
111,1089,0.9437500000000001
112,389,0.9862500000000001
112,417,0.26225
112,541,0.016249999999999987
112,592,0.9870000000000001
112,631,0.99725
112,704,0.661
112,967,0.53175
112,1102,0.15100000000000002
113,682,0.65225
113,689,0.236
113,1015,0.62825
114,653,0.962
116,380,0.351
116,434,0.9297500000000001
116,515,0.9982500000000001
116,581,0.9775
116,697,0.9212499999999999
116,809,0.39325
116,1047,0.38675000000000004
117,110,0.92625
117,312,0.8225
117,335,0.58025
117,682,0.8585
117,821,0.7165
117,903,0.73975
117,1015,0.52225
117,1047,0.94275
118,540,0.9664999999999999
118,613,0.68275
119,597,0.8987499999999999
120,87,0.9512499999999999
120,495,0.79325
120,1010,0.90575
121,8,0.63475
121,110,0.6195
121,202,0.96025
121,258,0.8082499999999999
121,744,0.6775
121,796,0.30325
121,847,0.2445
121,908,0.9215
121,1047,0.53775
123,39,0.067
123,212,0.8759999999999999
123,325,0.7549999999999999
123,364,0.31799999999999995
123,402,0.8362499999999999
123,449,0.40349999999999997
123,465,0.4435
123,520,0.8907499999999999
123,543,0.56
123,565,0.39925
123,610,0.9857499999999999
123,613,0.96025
123,614,0.8274999999999999
123,618,0.688
123,641,0.8775
123,691,0.7475
123,710,0.8025
123,733,0.91475
123,845,0.8685
123,863,0.7165
123,883,0.75125
123,895,0.1255
123,982,0.8812500000000001
123,1026,0.21125
125,354,0.9177500000000001
125,540,0.91025
125,1100,0.1935
126,554,0.23875000000000002
126,623,0.9590000000000001
129,732,0.33375
131,562,0.9652499999999999
132,558,0.877
132,682,0.9259999999999999
132,874,0.9215
135,983,0.91875
136,134,0.44675
136,315,0.9517500000000001
136,1037,0.21350000000000002
137,518,0.26175000000000004
137,540,0.8340000000000001
137,659,0.57025
138,107,0.97325
140,582,0.8067500000000001
140,614,0.99275
140,1019,0.39249999999999996
141,109,0.69825
141,230,0.9085000000000001
141,271,0.99275
141,385,0.15600000000000003
141,417,0.75275
141,425,0.9815
141,517,0.9365000000000001
141,518,0.9392499999999999
141,798,0.615
141,828,0.9025000000000001
141,849,0.754
144,374,0.486
144,540,0.9730000000000001
144,613,0.8674999999999999
145,19,0.9855
145,39,0.21250000000000002
145,169,0.54425
145,170,0.97275
145,183,0.9192499999999999
145,230,0.9512499999999999
145,300,0.79125
145,305,0.44699999999999995
145,331,0.44399999999999995
145,339,0.134
145,417,0.672
145,447,0.9897499999999999
145,481,0.9424999999999999
145,795,0.8405
145,796,0.53475
145,1032,0.184
146,205,0.8472500000000001
147,25,0.9875
147,107,0.9265000000000001
147,110,0.8925000000000001
147,116,0.66075
147,329,0.9962500000000001
147,330,0.99525
147,331,0.9862500000000001
147,499,0.9345000000000001
147,553,0.77725
147,625,0.6555
147,671,0.13624999999999998
147,819,0.47524999999999995
147,885,0.847
147,1047,0.90875
148,350,0.644
148,732,0.6655
149,57,0.9007499999999999
149,192,0.78975
149,529,0.68
149,540,0.9710000000000001
149,829,0.95
149,982,0.8514999999999999
149,1108,0.46225000000000005
150,84,0.9995
150,107,0.71875
150,110,0.933
150,133,0.741
150,155,0.11875000000000002
150,188,0.8714999999999999
150,218,0.598
150,260,0.95275
150,308,0.66825
150,323,0.93275
150,324,0.962
150,338,0.752
150,465,0.87825
150,508,0.9265000000000001
150,509,0.883
150,667,0.8720000000000001
150,692,0.9964999999999999
150,717,0.72025
150,774,0.70925
150,807,0.30325
150,888,0.77125
150,929,0.21050000000000002
150,942,0.9924999999999999
150,944,0.9997499999999999
150,973,0.8282499999999999
150,998,0.7929999999999999
150,999,0.7517499999999999
150,1020,0.9192499999999999
150,1025,0.35
150,1047,0.9702500000000001
151,3,0.96275
151,86,0.19924999999999998
151,134,0.25725
151,771,0.83575
151,838,0.7515000000000001
151,892,0.921
151,1005,0.9664999999999999
151,1006,0.95875
151,1020,0.6515
151,1032,0.22325
151,1085,0.628
152,25,0.9595
152,86,0.41474999999999995
152,145,0.8207500000000001
152,285,0.53975
152,329,0.86775
152,553,0.403
152,684,0.08900000000000002
152,704,0.81
152,705,0.62075
152,779,0.8015000000000001
152,780,0.30600000000000005
152,823,0.46325000000000005
152,982,0.67125
152,1067,0.9937499999999999
152,1069,0.9982500000000001
152,1084,0.40725
153,19,0.8805000000000001
153,23,0.8534999999999999
153,49,0.94075
153,86,0.35124999999999995
153,105,0.25275000000000003
153,232,0.927
153,268,0.42874999999999996
153,290,0.8959999999999999
153,406,0.9724999999999999
153,901,0.496
153,971,0.5795
153,988,0.98275
153,989,0.95675
153,1082,0.9742500000000001
153,1084,0.46075
154,7,0.43625
154,28,0.8899999999999999
154,107,0.36275
154,118,0.37925
154,351,0.9684999999999999
154,377,0.90675
154,540,0.5545
154,789,0.17149999999999999
154,819,0.8472500000000001
154,878,0.58975
154,905,0.81725
154,907,0.9884999999999999
154,911,0.84325
154,982,0.845
154,1114,0.40774999999999995
154,1116,0.6605
156,732,0.608
157,251,0.58975
157,800,0.95675
158,23,0.7495
158,35,0.9192499999999999
158,203,0.9390000000000001
158,204,0.9504999999999999
158,278,0.8632500000000001
158,374,0.9404999999999999
158,412,0.6995
158,417,0.20525
158,435,0.9944999999999999
158,486,0.398
158,900,0.57625
158,991,0.85225
158,1003,0.72825
159,331,0.9755
159,1038,0.30025
160,19,0.79525
160,107,0.9770000000000001
160,584,0.9862500000000001
160,663,0.28574999999999995
160,716,0.069
161,226,0.95875
161,249,0.50175
161,651,0.9742500000000001
161,722,0.8600000000000001
161,868,0.8867499999999999
161,983,0.98125
161,1020,0.99325
161,1031,0.9950000000000001
161,1056,0.71825
161,1096,0.8915
162,75,0.9395
162,133,0.45975
162,134,0.31999999999999995
162,232,0.47724999999999995
162,234,0.5395
162,282,0.78525
162,312,0.8075000000000001
162,315,0.8985000000000001
162,566,0.72
162,645,0.77325
162,829,0.7315
162,907,0.851
163,19,0.9784999999999999
163,169,0.8759999999999999
163,268,0.728
163,512,0.8987499999999999
163,648,0.711
163,732,0.44999999999999996
163,741,0.8447499999999999
163,841,0.86425
163,850,0.9225000000000001
163,863,0.34299999999999997
163,901,0.605
